name1,name2,date,case_day_minus_0,case_day_minus_1,case_day_minus_2,case_day_minus_3,case_day_minus_4,case_day_minus_5,case_day_minus_6,case_day_minus_7,case_day_minus_8,case_day_minus_9
Chechen_Republic__Russia,Chechen_republic_Russia,2020.06.26,1664,1654,1645,1634,1619,1600,1579,1560,1543,1529
Chechen_Republic__Russia,Chechen_republic_Russia,2020.06.25,1654,1645,1634,1619,1600,1579,1560,1543,1529,1513
Chechen_Republic__Russia,Chechen_republic_Russia,2020.06.24,1645,1634,1619,1600,1579,1560,1543,1529,1513,1496
Chechen_Republic__Russia,Chechen_republic_Russia,2020.06.23,1634,1619,1600,1579,1560,1543,1529,1513,1496,1481
Chechen_Republic__Russia,Chechen_republic_Russia,2020.06.22,1619,1600,1579,1560,1543,1529,1513,1496,1481,1464
Chechen_Republic__Russia,Chechen_republic_Russia,2020.06.21,1600,1579,1560,1543,1529,1513,1496,1481,1464,1441
Chechen_Republic__Russia,Chechen_republic_Russia,2020.06.20,1579,1560,1543,1529,1513,1496,1481,1464,1441,1420
Chechen_Republic__Russia,Chechen_republic_Russia,2020.06.19,1560,1543,1529,1513,1496,1481,1464,1441,1420,1400
Chechen_Republic__Russia,Chechen_republic_Russia,2020.06.18,1543,1529,1513,1496,1481,1464,1441,1420,1400,1384
Chechen_Republic__Russia,Chechen_republic_Russia,2020.06.17,1529,1513,1496,1481,1464,1441,1420,1400,1384,1365
Chechen_Republic__Russia,Chechen_republic_Russia,2020.06.16,1513,1496,1481,1464,1441,1420,1400,1384,1365,1345
Chechen_Republic__Russia,Chechen_republic_Russia,2020.06.15,1496,1481,1464,1441,1420,1400,1384,1365,1345,1326
Chechen_Republic__Russia,Chechen_republic_Russia,2020.06.14,1481,1464,1441,1420,1400,1384,1365,1345,1326,1306
Chechen_Republic__Russia,Chechen_republic_Russia,2020.06.13,1464,1441,1420,1400,1384,1365,1345,1326,1306,1291
Chechen_Republic__Russia,Chechen_republic_Russia,2020.06.12,1441,1420,1400,1384,1365,1345,1326,1306,1291,1278
Chechen_Republic__Russia,Chechen_republic_Russia,2020.06.11,1420,1400,1384,1365,1345,1326,1306,1291,1278,1264
Chechen_Republic__Russia,Chechen_republic_Russia,2020.06.10,1400,1384,1365,1345,1326,1306,1291,1278,1264,1247
Chechen_Republic__Russia,Chechen_republic_Russia,2020.06.09,1384,1365,1345,1326,1306,1291,1278,1264,1247,1227
Chechen_Republic__Russia,Chechen_republic_Russia,2020.06.08,1365,1345,1326,1306,1291,1278,1264,1247,1227,1209
Chechen_Republic__Russia,Chechen_republic_Russia,2020.06.07,1345,1326,1306,1291,1278,1264,1247,1227,1209,1192
Chechen_Republic__Russia,Chechen_republic_Russia,2020.06.06,1326,1306,1291,1278,1264,1247,1227,1209,1192,1174
Chechen_Republic__Russia,Chechen_republic_Russia,2020.06.05,1306,1291,1278,1264,1247,1227,1209,1192,1174,1152
Chechen_Republic__Russia,Chechen_republic_Russia,2020.06.04,1291,1278,1264,1247,1227,1209,1192,1174,1152,1133
Chechen_Republic__Russia,Chechen_republic_Russia,2020.06.03,1278,1264,1247,1227,1209,1192,1174,1152,1133,1112
Chechen_Republic__Russia,Chechen_republic_Russia,2020.06.02,1264,1247,1227,1209,1192,1174,1152,1133,1112,1090
Chechen_Republic__Russia,Chechen_republic_Russia,2020.06.01,1247,1227,1209,1192,1174,1152,1133,1112,1090,1066
Chechen_Republic__Russia,Chechen_republic_Russia,2020.05.31,1227,1209,1192,1174,1152,1133,1112,1090,1066,1046
Chechen_Republic__Russia,Chechen_republic_Russia,2020.05.30,1209,1192,1174,1152,1133,1112,1090,1066,1046,1026
Chechen_Republic__Russia,Chechen_republic_Russia,2020.05.29,1192,1174,1152,1133,1112,1090,1066,1046,1026,1005
Chechen_Republic__Russia,Chechen_republic_Russia,2020.05.28,1174,1152,1133,1112,1090,1066,1046,1026,1005,986
Chechen_Republic__Russia,Chechen_republic_Russia,2020.05.27,1152,1133,1112,1090,1066,1046,1026,1005,986,966
Chechen_Republic__Russia,Chechen_republic_Russia,2020.05.26,1133,1112,1090,1066,1046,1026,1005,986,966,943
Chechen_Republic__Russia,Chechen_republic_Russia,2020.05.25,1112,1090,1066,1046,1026,1005,986,966,943,918
Chechen_Republic__Russia,Chechen_republic_Russia,2020.05.24,1090,1066,1046,1026,1005,986,966,943,918,891
Chechen_Republic__Russia,Chechen_republic_Russia,2020.05.23,1066,1046,1026,1005,986,966,943,918,891,865
Chechen_Republic__Russia,Chechen_republic_Russia,2020.05.22,1046,1026,1005,986,966,943,918,891,865,841
Chechen_Republic__Russia,Chechen_republic_Russia,2020.05.21,1026,1005,986,966,943,918,891,865,841,813
Chechen_Republic__Russia,Chechen_republic_Russia,2020.05.20,1005,986,966,943,918,891,865,841,813,787
Chechen_Republic__Russia,Chechen_republic_Russia,2020.05.19,986,966,943,918,891,865,841,813,787,759
Chechen_Republic__Russia,Chechen_republic_Russia,2020.05.18,966,943,918,891,865,841,813,787,759,733
Chechen_Republic__Russia,Chechen_republic_Russia,2020.05.17,943,918,891,865,841,813,787,759,733,705
Chechen_Republic__Russia,Chechen_republic_Russia,2020.05.16,918,891,865,841,813,787,759,733,705,674
Chechen_Republic__Russia,Chechen_republic_Russia,2020.05.15,891,865,841,813,787,759,733,705,674,645
Chechen_Republic__Russia,Chechen_republic_Russia,2020.05.14,865,841,813,787,759,733,705,674,645,615
Chechen_Republic__Russia,Chechen_republic_Russia,2020.05.13,841,813,787,759,733,705,674,645,615,583
Chechen_Republic__Russia,Chechen_republic_Russia,2020.05.12,813,787,759,733,705,674,645,615,583,553
Chechen_Republic__Russia,Chechen_republic_Russia,2020.05.11,787,759,733,705,674,645,615,583,553,525
Chechen_Republic__Russia,Chechen_republic_Russia,2020.05.10,759,733,705,674,645,615,583,553,525,504
Chechen_Republic__Russia,Chechen_republic_Russia,2020.05.09,733,705,674,645,615,583,553,525,504,485
Chechen_Republic__Russia,Chechen_republic_Russia,2020.05.08,705,674,645,615,583,553,525,504,485,465
Chechen_Republic__Russia,Chechen_republic_Russia,2020.05.07,674,645,615,583,553,525,504,485,465,447
Chechen_Republic__Russia,Chechen_republic_Russia,2020.05.06,645,615,583,553,525,504,485,465,447,429
Chechen_Republic__Russia,Chechen_republic_Russia,2020.05.05,615,583,553,525,504,485,465,447,429,409
Chechen_Republic__Russia,Chechen_republic_Russia,2020.05.04,583,553,525,504,485,465,447,429,409,387
Chechen_Republic__Russia,Chechen_republic_Russia,2020.05.03,553,525,504,485,465,447,429,409,387,365
Chechen_Republic__Russia,Chechen_republic_Russia,2020.05.02,525,504,485,465,447,429,409,387,365,347
Chechen_Republic__Russia,Chechen_republic_Russia,2020.05.01,504,485,465,447,429,409,387,365,347,323
Chechen_Republic__Russia,Chechen_republic_Russia,2020.04.30,485,465,447,429,409,387,365,347,323,303
Chechen_Republic__Russia,Chechen_republic_Russia,2020.04.29,465,447,429,409,387,365,347,323,303,264
Chechen_Republic__Russia,Chechen_republic_Russia,2020.04.28,447,429,409,387,365,347,323,303,264,219
Chechen_Republic__Russia,Chechen_republic_Russia,2020.04.27,429,409,387,365,347,323,303,264,219,175
Chechen_Republic__Russia,Chechen_republic_Russia,2020.04.26,409,387,365,347,323,303,264,219,175,115
Chechen_Republic__Russia,Chechen_republic_Russia,2020.04.25,387,365,347,323,303,264,219,175,115,108
Chechen_Republic__Russia,Chechen_republic_Russia,2020.04.24,365,347,323,303,264,219,175,115,108,105
Chechen_Republic__Russia,Chechen_republic_Russia,2020.04.23,347,323,303,264,219,175,115,108,105,64
Chechen_Republic__Russia,Chechen_republic_Russia,2020.04.22,323,303,264,219,175,115,108,105,64,49
Chechen_Republic__Russia,Chechen_republic_Russia,2020.04.21,303,264,219,175,115,108,105,64,49,47
Chechen_Republic__Russia,Chechen_republic_Russia,2020.04.20,264,219,175,115,108,105,64,49,47,30
Chechen_Republic__Russia,Chechen_republic_Russia,2020.04.19,219,175,115,108,105,64,49,47,30,22
Chechen_Republic__Russia,Chechen_republic_Russia,2020.04.18,175,115,108,105,64,49,47,30,22,22
Chechen_Republic__Russia,Chechen_republic_Russia,2020.04.17,115,108,105,64,49,47,30,22,22,22
Chechen_Republic__Russia,Chechen_republic_Russia,2020.04.16,108,105,64,49,47,30,22,22,22,17
Chechen_Republic__Russia,Chechen_republic_Russia,2020.04.15,105,64,49,47,30,22,22,22,17,16
Chechen_Republic__Russia,Chechen_republic_Russia,2020.04.14,64,49,47,30,22,22,22,17,16,15
Chechen_Republic__Russia,Chechen_republic_Russia,2020.04.13,49,47,30,22,22,22,17,16,15,15
Chechen_Republic__Russia,Chechen_republic_Russia,2020.04.12,47,30,22,22,22,17,16,15,15,12
Chechen_Republic__Russia,Chechen_republic_Russia,2020.04.11,30,22,22,22,17,16,15,15,12,10
Chechen_Republic__Russia,Chechen_republic_Russia,2020.04.10,22,22,22,17,16,15,15,12,10,10
Chechen_Republic__Russia,Chechen_republic_Russia,2020.04.09,22,22,17,16,15,15,12,10,10,9
Chechen_Republic__Russia,Chechen_republic_Russia,2020.04.08,22,17,16,15,15,12,10,10,9,9
Chechen_Republic__Russia,Chechen_republic_Russia,2020.04.07,17,16,15,15,12,10,10,9,9,9
Chechen_Republic__Russia,Chechen_republic_Russia,2020.04.06,16,15,15,12,10,10,9,9,9,5
Chechen_Republic__Russia,Chechen_republic_Russia,2020.04.05,15,15,12,10,10,9,9,9,5,3
Chechen_Republic__Russia,Chechen_republic_Russia,2020.04.04,15,12,10,10,9,9,9,5,3,1
Chechen_Republic__Russia,Chechen_republic_Russia,2020.04.03,12,10,10,9,9,9,5,3,1,1
Chechen_Republic__Russia,Chechen_republic_Russia,2020.04.02,10,10,9,9,9,5,3,1,1,0
Chechen_Republic__Russia,Chechen_republic_Russia,2020.04.01,10,9,9,9,5,3,1,1,0,0
Chechen_Republic__Russia,Chechen_republic_Russia,2020.03.31,9,9,9,5,3,1,1,0,0,0
Chechen_Republic__Russia,Chechen_republic_Russia,2020.03.30,9,9,5,3,1,1,0,0,0,0
Chechen_Republic__Russia,Chechen_republic_Russia,2020.03.29,9,5,3,1,1,0,0,0,0,0
Chechen_Republic__Russia,Chechen_republic_Russia,2020.03.28,5,3,1,1,0,0,0,0,0,0
Chechen_Republic__Russia,Chechen_republic_Russia,2020.03.27,3,1,1,0,0,0,0,0,0,0
Chechen_Republic__Russia,Chechen_republic_Russia,2020.03.26,1,1,0,0,0,0,0,0,0,0
Chechen_Republic__Russia,Chechen_republic_Russia,2020.03.25,1,0,0,0,0,0,0,0,0,0
Chechen_Republic__Russia,Chechen_republic_Russia,2020.03.24,0,0,0,0,0,0,0,0,0,0
Chechen_Republic__Russia,Chechen_republic_Russia,2020.03.23,0,0,0,0,0,0,0,0,0,0
Chechen_Republic__Russia,Chechen_republic_Russia,2020.03.22,0,0,0,0,0,0,0,0,0,0
Chechen_Republic__Russia,Chechen_republic_Russia,2020.03.21,0,0,0,0,0,0,0,0,0,0
Chechen_Republic__Russia,Chechen_republic_Russia,2020.03.20,0,0,0,0,0,0,0,0,0,0
Chechen_Republic__Russia,Chechen_republic_Russia,2020.03.19,0,0,0,0,0,0,0,0,0,0
Chechen_Republic__Russia,Chechen_republic_Russia,2020.03.18,0,0,0,0,0,0,0,0,0,0
Chechen_Republic__Russia,Chechen_republic_Russia,2020.03.17,0,0,0,0,0,0,0,0,0,0
Chechen_Republic__Russia,Chechen_republic_Russia,2020.03.16,0,0,0,0,0,0,0,0,0,0
Chechen_Republic__Russia,Chechen_republic_Russia,2020.03.15,0,0,0,0,0,0,0,0,0,0
Chechen_Republic__Russia,Chechen_republic_Russia,2020.03.14,0,0,0,0,0,0,0,0,0,0
Chechen_Republic__Russia,Chechen_republic_Russia,2020.03.13,0,0,0,0,0,0,0,0,0,0
Chechen_Republic__Russia,Chechen_republic_Russia,2020.03.12,0,0,0,0,0,0,0,0,0,0
Chechen_Republic__Russia,Chechen_republic_Russia,2020.03.11,0,0,0,0,0,0,0,0,0,0
Chechen_Republic__Russia,Chechen_republic_Russia,2020.03.10,0,0,0,0,0,0,0,0,0,0
Chechen_Republic__Russia,Chechen_republic_Russia,2020.03.09,0,0,0,0,0,0,0,0,0,0
Chechen_Republic__Russia,Chechen_republic_Russia,2020.03.08,0,0,0,0,0,0,0,0,0,0
Chechen_Republic__Russia,Chechen_republic_Russia,2020.03.07,0,0,0,0,0,0,0,0,0,0
Chechen_Republic__Russia,Chechen_republic_Russia,2020.03.06,0,0,0,0,0,0,0,0,0,0
Chechen_Republic__Russia,Chechen_republic_Russia,2020.03.05,0,0,0,0,0,0,0,0,0,0
Chechen_Republic__Russia,Chechen_republic_Russia,2020.03.04,0,0,0,0,0,0,0,0,0,0
Chechen_Republic__Russia,Chechen_republic_Russia,2020.03.03,0,0,0,0,0,0,0,0,0,0
Chechen_Republic__Russia,Chechen_republic_Russia,2020.03.02,0,0,0,0,0,0,0,0,0,0
Chechen_Republic__Russia,Chechen_republic_Russia,2020.03.01,0,0,0,0,0,0,0,0,0,0
Chechen_Republic__Russia,Chechen_republic_Russia,2020.02.29,0,0,0,0,0,0,0,0,0,0
Chechen_Republic__Russia,Chechen_republic_Russia,2020.02.28,0,0,0,0,0,0,0,0,0,0
Chechen_Republic__Russia,Chechen_republic_Russia,2020.02.27,0,0,0,0,0,0,0,0,0,0
Chechen_Republic__Russia,Chechen_republic_Russia,2020.02.26,0,0,0,0,0,0,0,0,0,0
Chechen_Republic__Russia,Chechen_republic_Russia,2020.02.25,0,0,0,0,0,0,0,0,0,0
Chechen_Republic__Russia,Chechen_republic_Russia,2020.02.24,0,0,0,0,0,0,0,0,0,0
Chechen_Republic__Russia,Chechen_republic_Russia,2020.02.23,0,0,0,0,0,0,0,0,0,0
Chechen_Republic__Russia,Chechen_republic_Russia,2020.02.22,0,0,0,0,0,0,0,0,0,0
Chechen_Republic__Russia,Chechen_republic_Russia,2020.02.21,0,0,0,0,0,0,0,0,0,0
Chechen_Republic__Russia,Chechen_republic_Russia,2020.02.20,0,0,0,0,0,0,0,0,0,0
Chechen_Republic__Russia,Chechen_republic_Russia,2020.02.19,0,0,0,0,0,0,0,0,0,0
Chechen_Republic__Russia,Chechen_republic_Russia,2020.02.18,0,0,0,0,0,0,0,0,0,0
Chechen_Republic__Russia,Chechen_republic_Russia,2020.02.17,0,0,0,0,0,0,0,0,0,0
Chechen_Republic__Russia,Chechen_republic_Russia,2020.02.16,0,0,0,0,0,0,0,0,0,0
Chechen_Republic__Russia,Chechen_republic_Russia,2020.02.15,0,0,0,0,0,0,0,0,0,0
Chechen_Republic__Russia,Chechen_republic_Russia,2020.02.14,0,0,0,0,0,0,0,0,0,0
Chechen_Republic__Russia,Chechen_republic_Russia,2020.02.13,0,0,0,0,0,0,0,0,0,0
Chechen_Republic__Russia,Chechen_republic_Russia,2020.02.12,0,0,0,0,0,0,0,0,0,0
Chechen_Republic__Russia,Chechen_republic_Russia,2020.02.11,0,0,0,0,0,0,0,0,0,0
Chechen_Republic__Russia,Chechen_republic_Russia,2020.02.10,0,0,0,0,0,0,0,0,0,0
Chechen_Republic__Russia,Chechen_republic_Russia,2020.02.09,0,0,0,0,0,0,0,0,0,0
Chechen_Republic__Russia,Chechen_republic_Russia,2020.02.08,0,0,0,0,0,0,0,0,0,0
Chechen_Republic__Russia,Chechen_republic_Russia,2020.02.07,0,0,0,0,0,0,0,0,0,0
Chechen_Republic__Russia,Chechen_republic_Russia,2020.02.06,0,0,0,0,0,0,0,0,0,0
Chechen_Republic__Russia,Chechen_republic_Russia,2020.02.05,0,0,0,0,0,0,0,0,0,0
Chechen_Republic__Russia,Chechen_republic_Russia,2020.02.04,0,0,0,0,0,0,0,0,0,0
Chechen_Republic__Russia,Chechen_republic_Russia,2020.02.03,0,0,0,0,0,0,0,0,0,0
Chechen_Republic__Russia,Chechen_republic_Russia,2020.02.02,0,0,0,0,0,0,0,0,0,0
Chechen_Republic__Russia,Chechen_republic_Russia,2020.02.01,0,0,0,0,0,0,0,0,0,0
Chelyabinsk_Oblast__Russia,XXX,2020.10.13,16832,16743,16649,16553,16460,16368,16274,16182,16093,16007
Chelyabinsk_Oblast__Russia,XXX,2020.10.12,16743,16649,16553,16460,16368,16274,16182,16093,16007,15926
Chelyabinsk_Oblast__Russia,XXX,2020.10.11,16649,16553,16460,16368,16274,16182,16093,16007,15926,15847
Chelyabinsk_Oblast__Russia,XXX,2020.10.10,16553,16460,16368,16274,16182,16093,16007,15926,15847,15768
Chelyabinsk_Oblast__Russia,XXX,2020.10.09,16460,16368,16274,16182,16093,16007,15926,15847,15768,15692
Chelyabinsk_Oblast__Russia,XXX,2020.10.08,16368,16274,16182,16093,16007,15926,15847,15768,15692,15619
Chelyabinsk_Oblast__Russia,XXX,2020.10.07,16274,16182,16093,16007,15926,15847,15768,15692,15619,15551
Chelyabinsk_Oblast__Russia,XXX,2020.10.06,16182,16093,16007,15926,15847,15768,15692,15619,15551,15489
Chelyabinsk_Oblast__Russia,XXX,2020.10.05,16093,16007,15926,15847,15768,15692,15619,15551,15489,15424
Chelyabinsk_Oblast__Russia,XXX,2020.10.04,16007,15926,15847,15768,15692,15619,15551,15489,15424,15367
Chelyabinsk_Oblast__Russia,XXX,2020.10.03,15926,15847,15768,15692,15619,15551,15489,15424,15367,15295
Chelyabinsk_Oblast__Russia,XXX,2020.10.02,15847,15768,15692,15619,15551,15489,15424,15367,15295,15220
Chelyabinsk_Oblast__Russia,XXX,2020.10.01,15768,15692,15619,15551,15489,15424,15367,15295,15220,15142
Chelyabinsk_Oblast__Russia,XXX,2020.09.30,15692,15619,15551,15489,15424,15367,15295,15220,15142,15065
Chelyabinsk_Oblast__Russia,XXX,2020.09.29,15619,15551,15489,15424,15367,15295,15220,15142,15065,14997
Chelyabinsk_Oblast__Russia,XXX,2020.09.28,15551,15489,15424,15367,15295,15220,15142,15065,14997,14928
Chelyabinsk_Oblast__Russia,XXX,2020.09.27,15489,15424,15367,15295,15220,15142,15065,14997,14928,14857
Chelyabinsk_Oblast__Russia,XXX,2020.09.26,15424,15367,15295,15220,15142,15065,14997,14928,14857,14796
Chelyabinsk_Oblast__Russia,XXX,2020.09.25,15367,15295,15220,15142,15065,14997,14928,14857,14796,14724
Chelyabinsk_Oblast__Russia,XXX,2020.09.24,15295,15220,15142,15065,14997,14928,14857,14796,14724,14652
Chelyabinsk_Oblast__Russia,XXX,2020.09.23,15220,15142,15065,14997,14928,14857,14796,14724,14652,14581
Chelyabinsk_Oblast__Russia,XXX,2020.09.22,15142,15065,14997,14928,14857,14796,14724,14652,14581,14514
Chelyabinsk_Oblast__Russia,XXX,2020.09.21,15065,14997,14928,14857,14796,14724,14652,14581,14514,14453
Chelyabinsk_Oblast__Russia,XXX,2020.09.20,14997,14928,14857,14796,14724,14652,14581,14514,14453,14384
Chelyabinsk_Oblast__Russia,XXX,2020.09.19,14928,14857,14796,14724,14652,14581,14514,14453,14384,14318
Chelyabinsk_Oblast__Russia,XXX,2020.09.18,14857,14796,14724,14652,14581,14514,14453,14384,14318,14249
Chelyabinsk_Oblast__Russia,XXX,2020.09.17,14796,14724,14652,14581,14514,14453,14384,14318,14249,14187
Chelyabinsk_Oblast__Russia,XXX,2020.09.16,14724,14652,14581,14514,14453,14384,14318,14249,14187,14122
Chelyabinsk_Oblast__Russia,XXX,2020.09.15,14652,14581,14514,14453,14384,14318,14249,14187,14122,14063
Chelyabinsk_Oblast__Russia,XXX,2020.09.14,14581,14514,14453,14384,14318,14249,14187,14122,14063,14000
Chelyabinsk_Oblast__Russia,XXX,2020.09.13,14514,14453,14384,14318,14249,14187,14122,14063,14000,13934
Chelyabinsk_Oblast__Russia,XXX,2020.09.12,14453,14384,14318,14249,14187,14122,14063,14000,13934,13877
Chelyabinsk_Oblast__Russia,XXX,2020.09.11,14384,14318,14249,14187,14122,14063,14000,13934,13877,13826
Chelyabinsk_Oblast__Russia,XXX,2020.09.10,14318,14249,14187,14122,14063,14000,13934,13877,13826,13753
Chelyabinsk_Oblast__Russia,XXX,2020.09.09,14249,14187,14122,14063,14000,13934,13877,13826,13753,13682
Chelyabinsk_Oblast__Russia,XXX,2020.09.08,14187,14122,14063,14000,13934,13877,13826,13753,13682,13620
Chelyabinsk_Oblast__Russia,XXX,2020.09.07,14122,14063,14000,13934,13877,13826,13753,13682,13620,13558
Chelyabinsk_Oblast__Russia,XXX,2020.09.06,14063,14000,13934,13877,13826,13753,13682,13620,13558,13488
Chelyabinsk_Oblast__Russia,XXX,2020.09.05,14000,13934,13877,13826,13753,13682,13620,13558,13488,13420
Chelyabinsk_Oblast__Russia,XXX,2020.09.04,13934,13877,13826,13753,13682,13620,13558,13488,13420,13351
Chelyabinsk_Oblast__Russia,XXX,2020.09.03,13877,13826,13753,13682,13620,13558,13488,13420,13351,13289
Chelyabinsk_Oblast__Russia,XXX,2020.09.02,13826,13753,13682,13620,13558,13488,13420,13351,13289,13219
Chelyabinsk_Oblast__Russia,XXX,2020.09.01,13753,13682,13620,13558,13488,13420,13351,13289,13219,13160
Chelyabinsk_Oblast__Russia,XXX,2020.08.31,13682,13620,13558,13488,13420,13351,13289,13219,13160,13090
Chelyabinsk_Oblast__Russia,XXX,2020.08.30,13620,13558,13488,13420,13351,13289,13219,13160,13090,13019
Chelyabinsk_Oblast__Russia,XXX,2020.08.29,13558,13488,13420,13351,13289,13219,13160,13090,13019,12946
Chelyabinsk_Oblast__Russia,XXX,2020.08.28,13488,13420,13351,13289,13219,13160,13090,13019,12946,12875
Chelyabinsk_Oblast__Russia,XXX,2020.08.27,13420,13351,13289,13219,13160,13090,13019,12946,12875,12804
Chelyabinsk_Oblast__Russia,XXX,2020.08.26,13351,13289,13219,13160,13090,13019,12946,12875,12804,12737
Chelyabinsk_Oblast__Russia,XXX,2020.08.25,13289,13219,13160,13090,13019,12946,12875,12804,12737,12668
Chelyabinsk_Oblast__Russia,XXX,2020.08.24,13219,13160,13090,13019,12946,12875,12804,12737,12668,12589
Chelyabinsk_Oblast__Russia,XXX,2020.08.23,13160,13090,13019,12946,12875,12804,12737,12668,12589,12513
Chelyabinsk_Oblast__Russia,XXX,2020.08.22,13090,13019,12946,12875,12804,12737,12668,12589,12513,12433
Chelyabinsk_Oblast__Russia,XXX,2020.08.21,13019,12946,12875,12804,12737,12668,12589,12513,12433,12349
Chelyabinsk_Oblast__Russia,XXX,2020.08.20,12946,12875,12804,12737,12668,12589,12513,12433,12349,12261
Chelyabinsk_Oblast__Russia,XXX,2020.08.19,12875,12804,12737,12668,12589,12513,12433,12349,12261,12176
Chelyabinsk_Oblast__Russia,XXX,2020.08.18,12804,12737,12668,12589,12513,12433,12349,12261,12176,12093
Chelyabinsk_Oblast__Russia,XXX,2020.08.17,12737,12668,12589,12513,12433,12349,12261,12176,12093,11999
Chelyabinsk_Oblast__Russia,XXX,2020.08.16,12668,12589,12513,12433,12349,12261,12176,12093,11999,11912
Chelyabinsk_Oblast__Russia,XXX,2020.08.15,12589,12513,12433,12349,12261,12176,12093,11999,11912,11823
Chelyabinsk_Oblast__Russia,XXX,2020.08.14,12513,12433,12349,12261,12176,12093,11999,11912,11823,11731
Chelyabinsk_Oblast__Russia,XXX,2020.08.13,12433,12349,12261,12176,12093,11999,11912,11823,11731,11628
Chelyabinsk_Oblast__Russia,XXX,2020.08.12,12349,12261,12176,12093,11999,11912,11823,11731,11628,11523
Chelyabinsk_Oblast__Russia,XXX,2020.08.11,12261,12176,12093,11999,11912,11823,11731,11628,11523,11416
Chelyabinsk_Oblast__Russia,XXX,2020.08.10,12176,12093,11999,11912,11823,11731,11628,11523,11416,11307
Chelyabinsk_Oblast__Russia,XXX,2020.08.09,12093,11999,11912,11823,11731,11628,11523,11416,11307,11197
Chelyabinsk_Oblast__Russia,XXX,2020.08.08,11999,11912,11823,11731,11628,11523,11416,11307,11197,11080
Chelyabinsk_Oblast__Russia,XXX,2020.08.07,11912,11823,11731,11628,11523,11416,11307,11197,11080,10961
Chelyabinsk_Oblast__Russia,XXX,2020.08.06,11823,11731,11628,11523,11416,11307,11197,11080,10961,10836
Chelyabinsk_Oblast__Russia,XXX,2020.08.05,11731,11628,11523,11416,11307,11197,11080,10961,10836,10712
Chelyabinsk_Oblast__Russia,XXX,2020.08.04,11628,11523,11416,11307,11197,11080,10961,10836,10712,10584
Chelyabinsk_Oblast__Russia,XXX,2020.08.03,11523,11416,11307,11197,11080,10961,10836,10712,10584,10453
Chelyabinsk_Oblast__Russia,XXX,2020.08.02,11416,11307,11197,11080,10961,10836,10712,10584,10453,10329
Chelyabinsk_Oblast__Russia,XXX,2020.08.01,11307,11197,11080,10961,10836,10712,10584,10453,10329,10208
Chelyabinsk_Oblast__Russia,XXX,2020.07.31,11197,11080,10961,10836,10712,10584,10453,10329,10208,10078
Chelyabinsk_Oblast__Russia,XXX,2020.07.30,11080,10961,10836,10712,10584,10453,10329,10208,10078,9946
Chelyabinsk_Oblast__Russia,XXX,2020.07.29,10961,10836,10712,10584,10453,10329,10208,10078,9946,9816
Chelyabinsk_Oblast__Russia,XXX,2020.07.28,10836,10712,10584,10453,10329,10208,10078,9946,9816,9682
Chelyabinsk_Oblast__Russia,XXX,2020.07.27,10712,10584,10453,10329,10208,10078,9946,9816,9682,9552
Chelyabinsk_Oblast__Russia,XXX,2020.07.26,10584,10453,10329,10208,10078,9946,9816,9682,9552,9420
Chelyabinsk_Oblast__Russia,XXX,2020.07.25,10453,10329,10208,10078,9946,9816,9682,9552,9420,9289
Chelyabinsk_Oblast__Russia,XXX,2020.07.24,10329,10208,10078,9946,9816,9682,9552,9420,9289,9164
Chelyabinsk_Oblast__Russia,XXX,2020.07.23,10208,10078,9946,9816,9682,9552,9420,9289,9164,9032
Chelyabinsk_Oblast__Russia,XXX,2020.07.22,10078,9946,9816,9682,9552,9420,9289,9164,9032,8900
Chelyabinsk_Oblast__Russia,XXX,2020.07.21,9946,9816,9682,9552,9420,9289,9164,9032,8900,8768
Chelyabinsk_Oblast__Russia,XXX,2020.07.20,9816,9682,9552,9420,9289,9164,9032,8900,8768,8649
Chelyabinsk_Oblast__Russia,XXX,2020.07.19,9682,9552,9420,9289,9164,9032,8900,8768,8649,8520
Chelyabinsk_Oblast__Russia,XXX,2020.07.18,9552,9420,9289,9164,9032,8900,8768,8649,8520,8391
Chelyabinsk_Oblast__Russia,XXX,2020.07.17,9420,9289,9164,9032,8900,8768,8649,8520,8391,8262
Chelyabinsk_Oblast__Russia,XXX,2020.07.16,9289,9164,9032,8900,8768,8649,8520,8391,8262,8127
Chelyabinsk_Oblast__Russia,XXX,2020.07.15,9164,9032,8900,8768,8649,8520,8391,8262,8127,7989
Chelyabinsk_Oblast__Russia,XXX,2020.07.14,9032,8900,8768,8649,8520,8391,8262,8127,7989,7861
Chelyabinsk_Oblast__Russia,XXX,2020.07.13,8900,8768,8649,8520,8391,8262,8127,7989,7861,7730
Chelyabinsk_Oblast__Russia,XXX,2020.07.12,8768,8649,8520,8391,8262,8127,7989,7861,7730,7602
Chelyabinsk_Oblast__Russia,XXX,2020.07.11,8649,8520,8391,8262,8127,7989,7861,7730,7602,7473
Chelyabinsk_Oblast__Russia,XXX,2020.07.10,8520,8391,8262,8127,7989,7861,7730,7602,7473,7339
Chelyabinsk_Oblast__Russia,XXX,2020.07.09,8391,8262,8127,7989,7861,7730,7602,7473,7339,7202
Chelyabinsk_Oblast__Russia,XXX,2020.07.08,8262,8127,7989,7861,7730,7602,7473,7339,7202,7058
Chelyabinsk_Oblast__Russia,XXX,2020.07.07,8127,7989,7861,7730,7602,7473,7339,7202,7058,6912
Chelyabinsk_Oblast__Russia,XXX,2020.07.06,7989,7861,7730,7602,7473,7339,7202,7058,6912,6760
